loop#,ALPHA[AXIS_X_R_RP:0.1],BETA[AXIS_X_R_RP:0.1],GAMMA[AXIS_X_R_RP:0.1],EPSILON[AXIS_X_R_RP:0.1],N_PARTICLES[AXIS_X_R_RP:0.1],ALPHA[AXIS_X_R_RP:0.5],BETA[AXIS_X_R_RP:0.5],GAMMA[AXIS_X_R_RP:0.5],EPSILON[AXIS_X_R_RP:0.5],N_PARTICLES[AXIS_X_R_RP:0.5]
24,-0.518183,0.211814,5.9888,3.26057e-05,43898,-8.01475,3.32216,19.6367,3.50768e-05,43896
25,-0.96217,0.0735854,26.1706,3.87517e-05,15778,-11.2287,3.90992,32.5027,0.000116058,15752
26,-10.0816,0.691748,148.377,2.67834e-05,2466,-42.3752,18.2989,98.1842,5.34524e-05,2466
27,-15.5645,1.35498,179.526,2.13536e-05,44398,-57.9781,27.1904,123.663,3.26972e-05,44398
28,-3.06308,0.347986,29.8358,6.16234e-05,60798,-15.1531,6.97792,33.0494,7.56729e-05,60798
29,-1.42006,0.292184,10.3243,5.99176e-05,59422,-13.9135,6.12102,31.7899,4.94213e-05,59422
30,-0.0557259,0.212024,4.73108,2.69981e-05,54850,-6.94408,2.45351,20.0611,2.80896e-05,54848
31,-0.963623,0.320592,6.01566,3.14574e-05,57464,-10.2613,3.42856,31.0024,9.92333e-05,57464
32,-0.343824,0.136224,8.20866,3.46564e-05,44276,-18.6747,6.37509,54.8611,3.30352e-05,44270
33,-1.01554,0.186431,10.8958,3.91021e-05,9316,-12.8044,4.86041,33.9379,5.5758e-05,9316
34,-3.07605,0.280986,37.2335,4.75167e-05,27850,-19.5144,8.21244,46.4921,6.65002e-05,27850
35,-2.4227,0.214954,31.9579,3.418e-05,51426,-27.6999,11.3233,67.85,3.17105e-05,51426
36,-1.47247,0.295346,10.727,4.00763e-05,52824,-14.4931,6.02755,35.0142,4.46251e-05,52824
37,-0.105394,0.120952,8.35961,2.61631e-05,40614,-13.3585,4.56394,39.3191,3.032e-05,40612
38,-0.446344,0.0726771,16.5007,2.56311e-05,13312,-12.8612,4.35371,38.2228,5.60744e-05,13312
39,-4.16815,0.377582,48.6608,4.55146e-05,8330,-21.4688,9.09049,50.8123,7.53519e-05,8330
40,-5.68943,0.511109,65.2887,3.80257e-05,50164,-35.0598,15.6849,78.4314,4.15938e-05,50164
41,-1.86296,0.301477,14.8291,5.52848e-05,46590,-12.8291,5.7663,28.7163,5.9938e-05,46584
42,-0.653832,0.165912,8.60394,2.41802e-05,41354,-9.56091,3.62836,25.4691,3.23336e-05,41352
43,-2.69593,0.46104,17.9334,2.36949e-05,20692,-22.5851,8.52226,59.971,3.82892e-05,20692
44,-1.61675,0.17446,20.7147,4.99912e-05,28204,-20.6551,7.90052,54.1272,5.69077e-05,28204
45,-0.766561,0.16461,9.64474,3.47614e-05,50138,-14.2375,5.39504,37.7579,3.52201e-05,50138
46,-1.27087,0.288454,9.06592,2.77711e-05,60034,-15.7212,5.4617,45.4358,5.73951e-05,60028
47,-2.39129,0.249609,26.9153,2.0922e-05,51372,-23.3921,8.04103,68.1741,5.60404e-05,51364
48,-3.82869,0.466193,33.5888,4.34945e-05,16224,-20.9375,8.5419,51.4378,8.43273e-05,16222
49,-4.69015,0.454726,50.5744,2.43309e-05,23370,-41.6891,17.1783,101.231,2.75772e-05,23370
